               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.037588,            0.028442,           0.0056175,              0.9592,              0.8434,             0.90131,             0.61011,            0.029052,            0.019328,           0.0042558,           0.0055942,           0.0055942,           0.0055942
                 150,            0.037296,            0.028811,           0.0055579,             0.95934,             0.82973,             0.89268,             0.60281,            0.030123,            0.019361,           0.0042882,           0.0055471,           0.0055471,           0.0055471
                 151,            0.037514,            0.027171,           0.0056342,             0.96697,             0.82413,             0.90062,              0.6199,            0.029264,            0.019215,           0.0041726,              0.0055,              0.0055,              0.0055
                 152,            0.035697,            0.027604,           0.0057215,             0.95937,              0.8255,             0.89941,             0.63198,            0.028325,            0.019023,           0.0041243,           0.0054529,           0.0054529,           0.0054529
                 153,            0.037293,            0.028624,           0.0056053,             0.96471,               0.825,             0.90375,             0.61836,            0.029366,            0.019245,           0.0040323,           0.0054058,           0.0054058,           0.0054058
                 154,            0.037322,            0.028053,           0.0055884,             0.91448,             0.83692,             0.89487,             0.57236,            0.030591,            0.019537,           0.0039675,           0.0053587,           0.0053587,           0.0053587
                 155,            0.036239,            0.028228,           0.0054688,             0.96321,             0.84399,             0.91052,             0.61882,            0.028425,            0.019131,           0.0039744,           0.0053116,           0.0053116,           0.0053116
                 156,            0.034382,            0.029179,           0.0057487,             0.96204,             0.84628,             0.90849,             0.64451,             0.02719,            0.018812,           0.0039831,           0.0052645,           0.0052645,           0.0052645
                 157,            0.035686,            0.024856,            0.005312,             0.95447,             0.84113,              0.9021,             0.60854,             0.02897,            0.019231,           0.0040609,           0.0052174,           0.0052174,           0.0052174
                 158,            0.038605,            0.027507,           0.0056092,             0.92672,             0.84271,              0.9011,              0.6088,            0.029875,             0.01958,           0.0041499,           0.0051704,           0.0051704,           0.0051704
                 159,            0.036352,            0.028702,           0.0054691,             0.96179,             0.84303,             0.90647,              0.6246,            0.029086,            0.019241,            0.004097,           0.0051234,           0.0051234,           0.0051234
                 160,            0.033706,            0.025163,           0.0056021,              0.9714,             0.83804,             0.91243,             0.63072,            0.029271,            0.019082,           0.0040196,           0.0050765,           0.0050765,           0.0050765
                 161,            0.037303,            0.027558,           0.0053427,             0.95999,             0.82228,             0.90956,             0.62348,            0.028764,            0.019044,           0.0039407,           0.0050296,           0.0050296,           0.0050296
                 162,            0.035868,            0.026881,           0.0051321,             0.95722,             0.84822,              0.9108,             0.62862,            0.028222,            0.018939,           0.0039082,           0.0049828,           0.0049828,           0.0049828
                 163,            0.034735,            0.024749,           0.0050154,             0.96712,             0.84651,             0.91508,             0.62409,            0.029467,            0.019066,           0.0038981,            0.004936,            0.004936,            0.004936
                 164,            0.036157,            0.028915,           0.0053358,             0.95973,             0.84589,             0.91493,             0.60992,             0.02896,            0.018912,           0.0038915,           0.0048893,           0.0048893,           0.0048893
                 165,               0.037,            0.027059,           0.0050245,             0.94271,             0.86281,             0.91408,             0.63337,            0.028406,            0.018773,           0.0040014,           0.0048426,           0.0048426,           0.0048426
                 166,            0.037056,            0.028712,           0.0054054,             0.96471,             0.83722,             0.91432,             0.61506,            0.028759,            0.018792,           0.0039264,            0.004796,            0.004796,            0.004796
                 167,            0.035116,            0.026418,            0.005075,             0.95058,             0.85318,             0.90939,             0.61304,            0.028704,            0.018764,           0.0038865,           0.0047495,           0.0047495,           0.0047495
                 168,            0.034919,            0.026176,           0.0048671,             0.95877,             0.84757,             0.90712,             0.63601,            0.028091,            0.018613,           0.0039015,           0.0047031,           0.0047031,           0.0047031
                 169,            0.035546,            0.027723,           0.0050082,              0.9685,             0.84844,             0.90648,             0.63331,            0.027588,            0.018603,           0.0039051,           0.0046568,           0.0046568,           0.0046568
                 170,            0.036075,            0.027419,           0.0054511,             0.97959,             0.83656,             0.90841,             0.60475,            0.029845,            0.018862,            0.003837,           0.0046105,           0.0046105,           0.0046105
                 171,            0.034554,            0.026135,           0.0051219,             0.96553,             0.84392,             0.90634,             0.63677,            0.026987,            0.018392,           0.0037973,           0.0045644,           0.0045644,           0.0045644
                 172,            0.032809,            0.025626,           0.0052879,             0.95655,             0.85144,             0.91212,             0.64386,            0.027061,            0.018315,           0.0037233,           0.0045184,           0.0045184,           0.0045184
                 173,            0.033563,            0.026609,           0.0052445,             0.96878,             0.84794,             0.91432,             0.65322,            0.026695,             0.01821,           0.0036391,           0.0044724,           0.0044724,           0.0044724
                 174,            0.033258,            0.026722,           0.0045465,             0.96714,             0.85636,             0.91808,             0.64359,             0.02765,            0.018306,           0.0036219,           0.0044266,           0.0044266,           0.0044266
                 175,            0.033091,            0.027307,           0.0046135,             0.95509,             0.85878,             0.92099,              0.6392,            0.027162,             0.01823,           0.0036134,           0.0043809,           0.0043809,           0.0043809
                 176,            0.033337,            0.024447,           0.0046603,              0.9598,             0.85055,             0.92426,             0.63364,            0.027559,              0.0184,           0.0035954,           0.0043353,           0.0043353,           0.0043353
                 177,            0.036127,             0.02778,           0.0050993,             0.94129,             0.86961,             0.92356,             0.65078,            0.026899,            0.018187,           0.0036131,           0.0042899,           0.0042899,           0.0042899
                 178,            0.033811,            0.025696,            0.005013,             0.96733,             0.85227,             0.92556,             0.64562,            0.027424,            0.018171,              0.0036,           0.0042445,           0.0042445,           0.0042445
                 179,            0.032791,            0.024267,           0.0053788,             0.96587,             0.85189,             0.92078,             0.65983,            0.026553,            0.017946,           0.0035866,           0.0041994,           0.0041994,           0.0041994
                 180,            0.031888,            0.028452,           0.0047347,             0.96751,             0.84812,             0.91662,             0.66139,            0.025751,            0.017762,           0.0035562,           0.0041543,           0.0041543,           0.0041543
                 181,            0.031905,            0.024428,           0.0045955,             0.96235,             0.85074,             0.91687,             0.66938,            0.025811,            0.017889,           0.0035473,           0.0041094,           0.0041094,           0.0041094
                 182,            0.034419,            0.026214,            0.004393,             0.96704,             0.84456,             0.91918,             0.64366,            0.027409,            0.018344,           0.0034937,           0.0040647,           0.0040647,           0.0040647
                 183,            0.033143,            0.025607,           0.0045598,             0.94823,             0.86605,             0.91769,             0.65711,            0.025982,            0.018093,           0.0034982,           0.0040201,           0.0040201,           0.0040201
                 184,            0.031739,            0.026138,           0.0045597,             0.97308,             0.84806,             0.91884,              0.6606,            0.025794,            0.017856,           0.0034553,           0.0039757,           0.0039757,           0.0039757
                 185,            0.031136,            0.024261,           0.0044579,               0.938,             0.87238,             0.92061,             0.66624,             0.02522,            0.017643,           0.0034126,           0.0039314,           0.0039314,           0.0039314
                 186,            0.032928,            0.029049,           0.0048056,             0.93877,             0.87318,             0.92404,             0.66294,            0.025964,            0.017779,            0.003323,           0.0038873,           0.0038873,           0.0038873
                 187,            0.032451,            0.026181,           0.0048185,             0.96731,             0.85548,             0.92253,             0.66299,            0.026436,             0.01789,           0.0033007,           0.0038434,           0.0038434,           0.0038434
                 188,            0.031613,            0.026138,            0.004625,             0.97049,             0.85473,             0.92525,              0.6669,             0.02537,            0.017649,           0.0033031,           0.0037997,           0.0037997,           0.0037997
                 189,             0.03184,            0.025003,           0.0041679,             0.95879,             0.86135,             0.92133,             0.66085,            0.025793,            0.017676,           0.0033246,           0.0037562,           0.0037562,           0.0037562
                 190,            0.032673,            0.024159,           0.0043812,             0.97392,             0.84908,             0.92318,             0.66602,            0.025458,            0.017612,           0.0032764,           0.0037128,           0.0037128,           0.0037128
                 191,            0.031268,            0.025917,           0.0043082,             0.98243,             0.84948,             0.92357,             0.67108,            0.025635,            0.017708,           0.0032491,           0.0036697,           0.0036697,           0.0036697
                 192,            0.031411,            0.025443,           0.0042736,             0.96094,              0.8634,             0.92411,             0.66704,            0.025405,            0.017666,           0.0032549,           0.0036267,           0.0036267,           0.0036267
                 193,             0.03174,            0.023563,           0.0040059,             0.96783,             0.85936,             0.92571,             0.67553,            0.025003,            0.017601,           0.0032521,            0.003584,            0.003584,            0.003584
                 194,            0.032498,            0.025922,           0.0046178,             0.95794,             0.86203,             0.92485,              0.6545,            0.026059,            0.017751,           0.0032228,           0.0035415,           0.0035415,           0.0035415
                 195,            0.031859,            0.025561,           0.0047605,             0.96793,             0.85894,             0.92521,             0.67737,            0.025044,            0.017518,           0.0032004,           0.0034991,           0.0034991,           0.0034991
                 196,            0.032589,            0.025304,           0.0044262,             0.96332,             0.85903,             0.92521,             0.66486,            0.026333,            0.017845,           0.0031826,            0.003457,            0.003457,            0.003457
                 197,            0.035031,            0.026636,           0.0043702,             0.95557,             0.87009,             0.92807,             0.66929,            0.026241,            0.017655,           0.0032476,           0.0034152,           0.0034152,           0.0034152
                 198,            0.033633,            0.026509,            0.004314,              0.9564,             0.86405,             0.92522,             0.66657,            0.025722,            0.017509,            0.003213,           0.0033735,           0.0033735,           0.0033735
                 199,            0.030562,            0.025083,           0.0041381,             0.97496,             0.86181,             0.92912,             0.68442,            0.024584,            0.017289,           0.0032029,           0.0033321,           0.0033321,           0.0033321
                 200,            0.030453,            0.024402,           0.0043066,             0.96269,              0.8644,             0.92851,             0.68414,            0.024381,            0.017201,            0.003169,           0.0032909,           0.0032909,           0.0032909
                 201,            0.030057,            0.025183,           0.0042648,             0.96712,             0.85956,             0.93025,             0.68164,            0.024529,            0.017125,           0.0030923,             0.00325,             0.00325,             0.00325
                 202,            0.030549,            0.024252,           0.0042863,             0.96927,             0.86149,             0.92597,             0.68554,            0.024637,            0.017027,           0.0030605,           0.0032093,           0.0032093,           0.0032093
                 203,            0.029709,            0.025022,           0.0043071,             0.95049,             0.86967,             0.92551,              0.6841,            0.024428,             0.01702,           0.0030236,           0.0031689,           0.0031689,           0.0031689
                 204,            0.030291,            0.025465,           0.0040705,             0.97113,             0.84809,             0.92546,             0.68647,            0.024605,             0.01711,           0.0030057,           0.0031287,           0.0031287,           0.0031287
                 205,            0.030782,             0.02506,           0.0038864,             0.96737,             0.85723,             0.92805,             0.69052,            0.024488,            0.017046,           0.0030071,           0.0030888,           0.0030888,           0.0030888
                 206,            0.031764,            0.025795,           0.0040742,             0.95115,             0.87181,             0.93114,             0.69234,             0.02415,            0.016888,           0.0030148,           0.0030491,           0.0030491,           0.0030491
                 207,             0.03036,            0.026275,           0.0040818,             0.97199,             0.86135,             0.92668,             0.67527,            0.024581,            0.017018,           0.0030311,           0.0030097,           0.0030097,           0.0030097
                 208,            0.030039,            0.023566,           0.0042128,             0.95983,             0.87121,             0.92621,             0.67643,            0.024931,            0.017109,            0.003005,           0.0029706,           0.0029706,           0.0029706
                 209,            0.033002,            0.026666,           0.0043816,             0.96718,             0.85985,              0.9236,             0.69088,             0.02452,            0.016936,           0.0029824,           0.0029318,           0.0029318,           0.0029318
                 210,            0.030103,             0.02604,           0.0042826,             0.93185,             0.88909,             0.92655,             0.68844,            0.023734,            0.016856,           0.0029789,           0.0028932,           0.0028932,           0.0028932
                 211,            0.029697,            0.026636,           0.0045312,             0.93942,             0.88349,             0.93002,             0.69237,            0.023883,            0.016795,           0.0029515,            0.002855,            0.002855,            0.002855
                 212,            0.030314,            0.026838,           0.0041441,             0.95264,             0.87882,             0.93201,             0.69701,            0.023745,            0.016654,           0.0029501,            0.002817,            0.002817,            0.002817
                 213,            0.028435,             0.02272,           0.0039307,              0.9663,             0.86191,             0.92966,             0.69461,             0.02372,             0.01659,           0.0029642,           0.0027793,           0.0027793,           0.0027793
                 214,             0.02942,            0.024891,            0.004173,             0.95449,             0.87203,             0.93337,             0.69785,            0.023861,            0.016654,           0.0029613,           0.0027419,           0.0027419,           0.0027419
                 215,            0.028389,            0.022571,           0.0041057,             0.93947,             0.89202,             0.93617,             0.69968,             0.02398,            0.016646,           0.0029368,           0.0027048,           0.0027048,           0.0027048
                 216,            0.029771,            0.024889,           0.0044119,              0.9362,             0.90567,              0.9343,             0.69957,            0.023384,            0.016435,           0.0029326,           0.0026681,           0.0026681,           0.0026681
                 217,            0.028215,            0.024982,           0.0038817,             0.94224,             0.90088,             0.93174,             0.70147,            0.023499,             0.01651,           0.0029076,           0.0026316,           0.0026316,           0.0026316
                 218,            0.030466,            0.024842,           0.0045873,             0.94403,             0.89325,             0.93422,             0.70322,            0.023698,            0.016609,           0.0028695,           0.0025954,           0.0025954,           0.0025954
                 219,            0.029558,            0.025363,           0.0039771,             0.97774,             0.87105,             0.93537,             0.70106,             0.02355,            0.016648,           0.0028345,           0.0025596,           0.0025596,           0.0025596
                 220,            0.027314,            0.021895,           0.0041402,             0.94527,             0.89541,             0.93688,             0.70452,             0.02319,            0.016537,           0.0028183,           0.0025241,           0.0025241,           0.0025241
                 221,            0.028844,            0.023525,           0.0039407,             0.95133,             0.88442,             0.93444,              0.7051,            0.023284,            0.016508,            0.002785,           0.0024889,           0.0024889,           0.0024889
                 222,            0.029905,            0.026007,           0.0043533,             0.95929,             0.87582,             0.93286,             0.70371,            0.023249,            0.016399,           0.0027774,           0.0024541,           0.0024541,           0.0024541
                 223,            0.029402,            0.023735,           0.0038462,             0.96275,             0.87441,             0.93403,             0.70489,            0.023363,            0.016373,           0.0027785,           0.0024195,           0.0024195,           0.0024195
                 224,            0.029307,            0.023964,           0.0041182,             0.94271,             0.89079,             0.93291,              0.7061,            0.023414,            0.016379,           0.0027806,           0.0023854,           0.0023854,           0.0023854
                 225,            0.028412,            0.025479,           0.0033702,             0.94405,             0.89774,             0.93499,             0.70537,            0.023087,            0.016306,           0.0027795,           0.0023515,           0.0023515,           0.0023515
                 226,            0.030089,            0.025084,            0.004322,             0.94498,             0.89873,             0.93587,             0.70624,            0.022996,            0.016244,           0.0027547,            0.002318,            0.002318,            0.002318
                 227,            0.027505,            0.023323,              0.0036,              0.9794,             0.86321,             0.93221,             0.70383,            0.022887,            0.016203,           0.0027393,           0.0022849,           0.0022849,           0.0022849
                 228,            0.028081,             0.02317,           0.0035372,                0.97,             0.87195,             0.93313,              0.6963,             0.02333,            0.016415,           0.0027174,           0.0022521,           0.0022521,           0.0022521
                 229,            0.028952,            0.026227,           0.0039075,             0.97307,             0.87432,             0.93502,             0.70544,             0.02292,            0.016387,           0.0027069,           0.0022196,           0.0022196,           0.0022196
                 230,            0.027302,            0.023714,           0.0036414,             0.95197,             0.88798,             0.93725,             0.70787,            0.022875,            0.016421,           0.0027135,           0.0021876,           0.0021876,           0.0021876
                 231,            0.028681,            0.025777,           0.0037696,             0.93714,             0.90291,              0.9361,             0.70761,            0.022888,            0.016329,           0.0026938,           0.0021558,           0.0021558,           0.0021558
                 232,            0.027956,            0.023625,           0.0037774,             0.94742,             0.89563,             0.93316,             0.71212,            0.022603,            0.016197,           0.0026844,           0.0021245,           0.0021245,           0.0021245
                 233,            0.028178,            0.023562,           0.0038962,              0.9537,               0.895,             0.93678,             0.71041,            0.022756,             0.01632,           0.0026678,           0.0020935,           0.0020935,           0.0020935
                 234,            0.027956,            0.022714,            0.003261,             0.96852,             0.88447,             0.93568,             0.71498,            0.022768,            0.016192,           0.0026479,           0.0020629,           0.0020629,           0.0020629
                 235,              0.0283,            0.024753,           0.0035478,              0.9594,             0.88996,             0.93537,             0.71096,            0.022647,            0.016187,           0.0026555,           0.0020327,           0.0020327,           0.0020327
                 236,            0.028318,            0.024063,           0.0038911,              0.9697,             0.88056,              0.9392,              0.7139,             0.02268,            0.016179,           0.0026524,           0.0020028,           0.0020028,           0.0020028
                 237,            0.027492,            0.022085,           0.0041017,             0.94946,             0.89414,             0.93561,             0.70986,            0.022775,            0.016206,           0.0026299,           0.0019734,           0.0019734,           0.0019734
                 238,            0.027549,            0.023354,           0.0034686,             0.97388,              0.8717,             0.93371,             0.71618,            0.023002,            0.016209,           0.0026161,           0.0019443,           0.0019443,           0.0019443
                 239,            0.027637,            0.022684,           0.0035884,             0.97647,             0.87137,             0.93526,              0.7153,            0.022601,            0.016134,           0.0025982,           0.0019156,           0.0019156,           0.0019156
                 240,            0.027614,            0.021562,            0.003677,             0.96104,              0.8877,              0.9361,             0.71041,            0.022582,             0.01618,             0.00258,           0.0018873,           0.0018873,           0.0018873
                 241,            0.027252,             0.02112,             0.00345,             0.95921,             0.88919,             0.93702,             0.71581,            0.022664,            0.016109,           0.0025695,           0.0018594,           0.0018594,           0.0018594
                 242,            0.029036,            0.024757,           0.0039968,             0.95417,             0.88963,             0.93409,             0.70955,            0.022595,            0.016009,           0.0025591,           0.0018319,           0.0018319,           0.0018319
                 243,            0.026622,            0.021564,           0.0035423,             0.97823,             0.87488,             0.93931,             0.71705,            0.022475,            0.015944,           0.0025448,           0.0018048,           0.0018048,           0.0018048
                 244,            0.027488,            0.023396,           0.0035632,             0.97177,             0.88385,             0.93875,             0.71621,            0.022291,            0.015893,           0.0025489,           0.0017781,           0.0017781,           0.0017781
                 245,             0.02702,            0.023828,            0.003427,             0.96811,             0.88825,             0.93713,             0.71254,            0.022429,            0.015893,            0.002555,           0.0017519,           0.0017519,           0.0017519
                 246,            0.027333,            0.022289,            0.003398,             0.97486,             0.88865,             0.93855,             0.71348,            0.022129,            0.015795,           0.0025641,            0.001726,            0.001726,            0.001726
                 247,            0.026136,            0.022676,           0.0035347,             0.97846,             0.88956,             0.94081,             0.71682,            0.022313,            0.015838,           0.0025666,           0.0017005,           0.0017005,           0.0017005
                 248,             0.02679,            0.022253,           0.0032841,             0.97213,             0.88872,             0.93997,             0.72208,            0.022344,            0.015869,           0.0025654,           0.0016755,           0.0016755,           0.0016755
                 249,             0.02731,            0.023661,            0.003354,             0.96623,             0.89483,             0.93968,             0.72158,            0.022258,             0.01585,           0.0025268,           0.0016509,           0.0016509,           0.0016509
                 250,            0.027744,            0.022339,           0.0038299,             0.96435,             0.89244,             0.93851,             0.72037,            0.022327,            0.015907,           0.0025087,           0.0016267,           0.0016267,           0.0016267
                 251,            0.026501,            0.021177,           0.0032945,             0.97382,             0.88177,             0.93754,             0.72118,            0.022296,            0.015856,           0.0025052,           0.0016029,           0.0016029,           0.0016029
                 252,            0.027689,            0.022874,           0.0036114,             0.97431,             0.88014,             0.93718,             0.72404,            0.022039,            0.015821,            0.002494,           0.0015795,           0.0015795,           0.0015795
                 253,            0.027812,            0.025177,           0.0036416,             0.98153,             0.87427,              0.9386,             0.72706,            0.022002,            0.015723,           0.0024747,           0.0015566,           0.0015566,           0.0015566
                 254,             0.02669,            0.024477,           0.0033702,             0.97897,             0.88149,             0.93824,             0.72617,            0.021939,            0.015688,           0.0024666,           0.0015341,           0.0015341,           0.0015341
                 255,            0.027679,            0.022649,           0.0040961,             0.97688,             0.88101,             0.93788,             0.72338,            0.022005,             0.01564,           0.0024699,           0.0015121,           0.0015121,           0.0015121
                 256,            0.026972,            0.023166,           0.0032753,             0.97663,             0.87955,             0.93598,             0.72371,            0.021936,            0.015595,           0.0024672,           0.0014905,           0.0014905,           0.0014905
                 257,            0.027564,            0.024551,           0.0039473,             0.97774,              0.8784,             0.93745,              0.7243,            0.021932,             0.01564,           0.0024553,           0.0014693,           0.0014693,           0.0014693
                 258,            0.026441,            0.021611,           0.0031694,             0.97147,             0.88125,             0.93761,             0.73104,             0.02178,            0.015661,           0.0024519,           0.0014486,           0.0014486,           0.0014486
                 259,            0.025975,            0.022171,           0.0033181,             0.97087,             0.88018,             0.93755,             0.72607,            0.021968,              0.0157,           0.0024485,           0.0014283,           0.0014283,           0.0014283
                 260,            0.026841,            0.022559,            0.003212,             0.97751,             0.87752,              0.9404,              0.7271,             0.02183,            0.015616,           0.0024418,           0.0014084,           0.0014084,           0.0014084
                 261,            0.026465,            0.021345,           0.0032576,             0.96723,             0.88637,             0.94014,              0.7259,            0.021781,            0.015606,           0.0024363,            0.001389,            0.001389,            0.001389
                 262,            0.027082,             0.02448,           0.0037142,             0.96148,             0.89071,             0.93919,             0.72831,            0.021719,            0.015529,           0.0024224,           0.0013701,           0.0013701,           0.0013701
                 263,            0.026999,            0.022551,           0.0036019,             0.96175,             0.89487,             0.93983,             0.73396,            0.021637,            0.015495,           0.0024079,           0.0013516,           0.0013516,           0.0013516
                 264,            0.026309,            0.022795,            0.003429,             0.96475,             0.88856,             0.93917,             0.73133,            0.021684,            0.015463,           0.0024007,           0.0013336,           0.0013336,           0.0013336
                 265,            0.027769,            0.023199,           0.0038273,             0.96944,             0.88851,             0.93852,             0.72859,            0.021702,            0.015506,           0.0023875,            0.001316,            0.001316,            0.001316
                 266,            0.026365,            0.022501,           0.0034405,              0.9694,              0.8897,             0.93916,             0.72684,            0.021919,            0.015577,           0.0023685,           0.0012989,           0.0012989,           0.0012989
                 267,            0.026075,            0.023608,            0.003008,             0.97327,             0.88813,             0.94056,             0.72851,            0.021552,            0.015446,           0.0023635,           0.0012822,           0.0012822,           0.0012822
                 268,            0.025337,            0.021639,           0.0033845,              0.9726,             0.88806,             0.94122,             0.72854,            0.021515,            0.015435,           0.0023606,            0.001266,            0.001266,            0.001266
                 269,            0.026927,            0.022874,           0.0035714,             0.97235,             0.88698,             0.94124,             0.72856,            0.021571,            0.015421,           0.0023619,           0.0012503,           0.0012503,           0.0012503
                 270,            0.027168,            0.021383,           0.0040506,             0.96344,             0.89434,              0.9402,             0.72954,            0.021581,            0.015349,           0.0023613,            0.001235,            0.001235,            0.001235
                 271,            0.026707,            0.022366,           0.0034403,             0.95857,             0.89974,             0.93898,             0.73219,             0.02144,            0.015264,           0.0023647,           0.0012202,           0.0012202,           0.0012202
                 272,            0.027349,            0.022693,           0.0037556,              0.9638,             0.89837,              0.9405,             0.73757,            0.021379,            0.015197,           0.0023591,           0.0012059,           0.0012059,           0.0012059
                 273,            0.027002,            0.022956,           0.0032883,             0.96561,             0.89605,             0.94061,              0.7335,            0.021489,            0.015217,           0.0023486,           0.0011921,           0.0011921,           0.0011921
                 274,            0.026396,            0.022862,           0.0033443,             0.96292,             0.89629,             0.94101,             0.73696,            0.021429,            0.015164,           0.0023563,           0.0011787,           0.0011787,           0.0011787
                 275,            0.027161,            0.022693,           0.0032453,             0.96408,             0.89291,             0.93913,             0.73654,            0.021324,            0.015061,           0.0023583,           0.0011658,           0.0011658,           0.0011658
                 276,            0.026552,            0.023672,           0.0035175,             0.96841,             0.88916,             0.93921,             0.73151,            0.021361,            0.015029,           0.0023614,           0.0011533,           0.0011533,           0.0011533
                 277,             0.02579,            0.022849,           0.0028339,             0.97004,             0.89355,              0.9406,             0.73191,            0.021281,            0.015024,           0.0023655,           0.0011414,           0.0011414,           0.0011414
                 278,             0.02654,            0.022801,           0.0034534,             0.97114,             0.89244,             0.93994,             0.73157,            0.021229,            0.015065,           0.0023584,           0.0011299,           0.0011299,           0.0011299
                 279,            0.027285,            0.024454,             0.00334,             0.97811,             0.88881,             0.94373,             0.73434,            0.021157,            0.015097,           0.0023509,           0.0011189,           0.0011189,           0.0011189
                 280,            0.026515,            0.024939,           0.0031889,             0.96807,             0.89774,              0.9445,             0.73906,             0.02117,             0.01513,           0.0023454,           0.0011084,           0.0011084,           0.0011084
                 281,            0.027836,            0.022885,           0.0034852,             0.97065,             0.89251,             0.94088,             0.73342,            0.021219,            0.015204,           0.0023281,           0.0010983,           0.0010983,           0.0010983
                 282,            0.025493,            0.020962,           0.0032011,             0.97772,             0.88631,             0.93868,             0.74083,              0.0211,            0.015102,           0.0023183,           0.0010888,           0.0010888,           0.0010888
                 283,            0.026478,            0.023186,           0.0033046,             0.97826,             0.88498,             0.94024,             0.73766,            0.021122,            0.015053,           0.0023095,           0.0010797,           0.0010797,           0.0010797
                 284,             0.02558,             0.02024,           0.0033249,             0.97339,             0.88901,             0.93867,             0.73733,            0.021111,            0.015057,           0.0023034,           0.0010711,           0.0010711,           0.0010711
                 285,            0.026487,            0.021998,           0.0032769,             0.98285,             0.88313,             0.93877,             0.73646,            0.021206,            0.015112,           0.0022957,            0.001063,            0.001063,            0.001063
                 286,            0.025056,            0.020651,           0.0031813,              0.9883,             0.87938,             0.94207,             0.73595,            0.021069,            0.015014,           0.0022893,           0.0010554,           0.0010554,           0.0010554
                 287,            0.025243,            0.021374,           0.0032309,             0.98869,             0.87872,             0.94278,             0.73802,             0.02107,            0.014999,           0.0022856,           0.0010483,           0.0010483,           0.0010483
                 288,            0.026867,            0.022531,           0.0034231,             0.98462,             0.87786,             0.94127,             0.74038,            0.021041,            0.015003,           0.0022819,           0.0010416,           0.0010416,           0.0010416
                 289,            0.027747,            0.022543,           0.0036078,             0.98355,             0.87529,             0.94021,             0.73619,             0.02109,            0.015036,           0.0022748,           0.0010355,           0.0010355,           0.0010355
                 290,            0.025971,            0.021453,           0.0032815,             0.96498,             0.89015,             0.94091,             0.73762,            0.021042,            0.014993,           0.0022693,           0.0010298,           0.0010298,           0.0010298
                 291,            0.026188,            0.021762,           0.0034911,             0.96942,             0.88454,             0.93997,             0.73758,            0.021056,            0.014997,            0.002266,           0.0010247,           0.0010247,           0.0010247
                 292,             0.02632,            0.021824,           0.0032927,             0.96979,             0.88477,             0.94078,             0.73826,            0.021118,             0.01504,           0.0022605,             0.00102,             0.00102,             0.00102
                 293,            0.026164,            0.022402,           0.0033481,             0.97345,             0.88569,             0.93889,              0.7386,            0.021055,            0.014986,           0.0022574,           0.0010158,           0.0010158,           0.0010158
                 294,             0.02548,            0.023967,           0.0029531,             0.96448,             0.89287,             0.93673,             0.73716,            0.021063,            0.014933,           0.0022518,           0.0010121,           0.0010121,           0.0010121
                 295,            0.026154,            0.021288,             0.00331,             0.96862,             0.89406,             0.93733,             0.73511,            0.020966,            0.014894,           0.0022443,           0.0010089,           0.0010089,           0.0010089
                 296,            0.027034,            0.022362,           0.0036078,             0.97827,             0.88167,             0.93743,             0.73688,            0.021025,            0.014964,           0.0022369,           0.0010062,           0.0010062,           0.0010062
                 297,            0.026375,            0.021961,            0.003203,             0.97192,             0.89193,             0.93834,             0.74314,            0.020995,            0.014979,           0.0022357,           0.0010039,           0.0010039,           0.0010039
                 298,            0.025664,            0.022209,           0.0030102,             0.97121,             0.89076,             0.93865,             0.74365,             0.02094,            0.014949,           0.0022347,           0.0010022,           0.0010022,           0.0010022
                 299,            0.026833,            0.022884,           0.0035935,             0.97722,             0.88624,              0.9378,             0.74256,            0.020957,            0.014947,           0.0022317,            0.001001,            0.001001,            0.001001
